BASKET_NUM                      ,HSHD_NUM        ,PURCHASE_,PRODUCT_NUM                     ,     SPEND,     UNITS,STORE_R,  WEEK_NUM,YEAR
46536,2077,01-SEP-19,3946896,1.79,1,EAST   ,35,2019
81015,3784,04-JUL-20,100940,1.44,1,CENTRAL,26,2020
71849,577,04-APR-20,100870,1.19,1,CENTRAL,13,2020
7017,1020,13-OCT-18,85355,1.5,1,EAST   ,40,2018
53758,1990,31-OCT-19,6773224,12.99,1,CENTRAL,43,2019
41684,4458,23-JUL-19,587920,2.4,2,SOUTH  ,29,2019
73061,2022,17-APR-20,894258,0.7,1,SOUTH  ,15,2020
39288,4851,03-JUL-19,4199783,3.79,1,CENTRAL,26,2019
40987,2990,17-JUL-19,96962,2.47,1,CENTRAL,28,2019
14136,1916,09-DEC-18,1066025,1.0,1,WEST   ,49,2018
38419,1709,26-JUN-19,7064604,0.89,1,CENTRAL,25,2019
60509,2375,26-DEC-19,6839083,1.5,2,WEST   ,51,2019
78820,525,13-JUN-20,5679384,2.49,1,CENTRAL,23,2020
83982,779,02-AUG-20,124619,3.0,2,CENTRAL,31,2020
78668,4017,11-JUN-20,4315099,1.99,1,WEST   ,23,2020
32137,3811,06-MAY-19,89153,1.56,4,SOUTH  ,18,2019
53680,2004,31-OCT-19,8447,3.56,1,EAST   ,43,2019
12905,3758,30-NOV-18,5948742,3.99,1,SOUTH  ,47,2018
36173,3785,08-JUN-19,7042377,17.99,1,EAST   ,22,2019
22242,1554,13-FEB-19,8507,0.83,1,EAST   ,6,2019
71476,3151,31-MAR-20,486395,5.99,1,CENTRAL,13,2020
52947,1441,25-OCT-19,9059,0.32,1,WEST   ,42,2019
82481,4987,18-JUL-20,5107273,5.0,2,CENTRAL,28,2020
31217,2433,28-APR-19,644209,4.99,1,WEST   ,17,2019
54254,3004,05-NOV-19,709859,6.99,1,SOUTH  ,44,2019
21269,151,06-FEB-19,907138,3.09,1,EAST   ,5,2019
67452,3022,24-FEB-20,6245073,2.29,1,SOUTH  ,8,2020
73184,2575,18-APR-20,207051,3.0,3,WEST   ,15,2020
48229,2371,16-SEP-19,3967545,4.29,1,WEST   ,37,2019
24809,2453,07-MAR-19,8972,1.14,1,WEST   ,9,2019
51696,590,14-OCT-19,6985966,6.99,1,CENTRAL,41,2019
20044,1492,26-JAN-19,6134783,5.49,1,EAST   ,3,2019
66894,3655,20-FEB-20,6269932,2.79,1,SOUTH  ,7,2020
5623,242,02-OCT-18,5450995,3.99,1,EAST   ,39,2018
39438,4218,04-JUL-19,6850616,3.99,1,EAST   ,26,2019
20934,1441,02-FEB-19,403162,4.89,1,WEST   ,4,2019
68210,2639,03-MAR-20,177707,1.0,1,WEST   ,9,2020
51596,2507,13-OCT-19,6441776,2.99,1,WEST   ,41,2019
34103,982,22-MAY-19,84775,1.99,1,EAST   ,20,2019
28718,4766,08-APR-19,6994620,1.39,1,WEST   ,14,2019
83539,3523,29-JUL-20,5524749,2.99,1,SOUTH  ,30,2020
62997,3418,16-JAN-20,6235899,4.38,2,SOUTH  ,2,2020
78879,1082,13-JUN-20,3989058,0.53,1,EAST   ,23,2020
28922,4126,11-APR-19,77935,4.49,1,CENTRAL,14,2019
62089,4458,08-JAN-20,8473,0.5,1,SOUTH  ,1,2020
21361,2780,06-FEB-19,777704,1.79,1,WEST   ,5,2019
14895,4249,15-DEC-18,5834814,0.0,1,EAST   ,49,2018
46482,3582,31-AUG-19,7174608,3.29,1,SOUTH  ,34,2019
64872,4405,02-FEB-20,8448,3.04,1,EAST   ,5,2020
10782,766,12-NOV-18,9021,2.75,1,CENTRAL,45,2018
57511,2512,01-DEC-19,98963,1.69,1,WEST   ,48,2019
49221,1241,24-SEP-19,5480270,5.99,1,EAST   ,38,2019
42639,1748,31-JUL-19,951665,4.99,1,WEST   ,30,2019
74080,616,27-APR-20,101328,3.0,1,CENTRAL,17,2020
83570,1437,29-JUL-20,8436,1.17,1,WEST   ,30,2020
37198,453,16-JUN-19,82611,-1.99,-1,EAST   ,24,2019
36440,4603,09-JUN-19,101634,1.99,1,WEST   ,23,2019
5970,3186,05-OCT-18,100944,2.99,1,CENTRAL,39,2018
55728,577,17-NOV-19,7105366,2.0,2,CENTRAL,46,2019
72589,3809,10-APR-20,4153178,3.77,1,CENTRAL,14,2020
3092,2260,11-SEP-18,95977,0.99,1,WEST   ,36,2018
38097,3551,23-JUN-19,6582624,4.99,1,SOUTH  ,25,2019
51718,2175,14-OCT-19,3300838,16.24,1,WEST   ,41,2019
74433,1770,01-MAY-20,5282783,4.49,1,CENTRAL,17,2020
33504,2260,17-MAY-19,2513431,1.99,1,WEST   ,19,2019
59992,3151,21-DEC-19,6248160,3.49,1,SOUTH  ,50,2019
47236,1275,07-SEP-19,75025,2.49,1,EAST   ,35,2019
27070,3411,26-MAR-19,3775719,2.49,1,SOUTH  ,12,2019
15169,1990,17-DEC-18,3792757,4.99,1,CENTRAL,50,2018
73825,1873,24-APR-20,99839,2.69,1,CENTRAL,16,2020
81779,453,10-JUL-20,402973,1.5,1,EAST   ,27,2020
70676,4745,23-MAR-20,4644301,3.98,2,WEST   ,12,2020
17813,1020,07-JAN-19,5763034,6.49,1,EAST   ,1,2019
65602,3232,09-FEB-20,4941091,6.99,1,EAST   ,6,2020
72006,53,05-APR-20,6248160,4.19,1,EAST   ,14,2020
42045,605,26-JUL-19,3781030,0.45,1,CENTRAL,29,2019
36139,60,07-JUN-19,8500,1.24,1,EAST   ,22,2019
32730,3105,11-MAY-19,645751,6.39,1,SOUTH  ,18,2019
81676,1797,12-JUL-20,89984,0.79,1,CENTRAL,28,2020
45036,3809,19-AUG-19,6507120,3.59,1,CENTRAL,33,2019
16187,4713,24-DEC-18,3740446,1.0,1,SOUTH  ,51,2018
29311,2745,14-APR-19,5992014,9.99,1,WEST   ,15,2019
6145,1082,05-OCT-18,6680200,1.25,1,EAST   ,39,2018
8706,2004,26-OCT-18,441642,3.49,1,EAST   ,42,2018
69564,1729,14-MAR-20,94182,0.69,1,CENTRAL,10,2020
52930,1251,24-OCT-19,498458,3.58,2,EAST   ,42,2019
42397,1770,29-JUL-19,4857778,3.97,1,CENTRAL,30,2019
57643,4766,02-DEC-19,705817,1.0,1,WEST   ,48,2019
82842,1082,21-JUL-20,84775,2.19,1,EAST   ,29,2020
59303,3274,17-DEC-19,6489553,10.0,2,SOUTH  ,50,2019
81258,242,06-JUL-20,82984,3.29,1,EAST   ,27,2020
490,692,20-AUG-18,97481,2.29,1,CENTRAL,33,2018
39215,1990,03-JUL-19,5814950,3.98,2,CENTRAL,26,2019
39767,1277,07-JUL-19,353711,2.27,1,CENTRAL,27,2019
84659,3496,08-AUG-20,6551776,14.99,1,SOUTH  ,31,2020
14748,2507,14-DEC-18,1091181,2.5,1,WEST   ,49,2018
83016,4249,23-JUL-20,1338856,22.13,1,EAST   ,29,2020
69341,2507,12-MAR-20,746903,8.0,16,WEST   ,10,2020
49036,1102,22-SEP-19,5770276,3.01,1,EAST   ,38,2019
29111,3022,12-APR-19,827857,2.49,1,SOUTH  ,14,2019
47403,3164,08-SEP-19,3781030,1.56,1,SOUTH  ,36,2019
19146,4614,19-JAN-19,4049725,2.0,1,WEST   ,2,2019
38296,4126,25-JUN-19,8478,1.58,2,CENTRAL,25,2019
2922,3164,09-SEP-18,4726506,4.99,1,SOUTH  ,36,2018
32576,2707,09-MAY-19,143754,2.0,1,EAST   ,18,2019
37963,2629,22-JUN-19,2213637,5.99,1,WEST   ,24,2019
69904,1034,16-MAR-20,276957,4.29,1,EAST   ,11,2020
52978,3044,25-OCT-19,6667769,4.99,1,EAST   ,42,2019
6449,1192,08-OCT-18,1023718,0.6,1,EAST   ,40,2018
37346,2512,16-JUN-19,5781161,3.98,2,WEST   ,24,2019
57346,2629,30-NOV-19,72016,1.99,1,WEST   ,47,2019
22103,4085,12-FEB-19,84775,2.89,1,CENTRAL,6,2019
62255,1261,09-JAN-20,4889635,1.0,1,CENTRAL,1,2020
71844,4603,04-APR-20,93336,1.52,2,WEST   ,13,2020
18134,4249,11-JAN-19,89986,1.38,2,EAST   ,1,2019
31192,594,28-APR-19,5275919,1.99,1,CENTRAL,17,2019
7780,1545,18-OCT-18,8458,2.36,4,WEST   ,41,2018
60680,3785,27-DEC-19,1023718,1.43,1,EAST   ,51,2019
58162,2504,07-DEC-19,97352,0.99,1,WEST   ,48,2019
61664,3969,04-JAN-20,3764947,1.69,1,SOUTH  ,52,2020
26238,60,19-MAR-19,194411,8.8,10,EAST   ,11,2019
29541,1241,16-APR-19,6788752,2.27,1,EAST   ,15,2019
4360,1448,21-SEP-18,87334,2.24,1,SOUTH  ,37,2018
23524,3111,23-FEB-19,89986,0.5,1,SOUTH  ,7,2019
16689,3411,30-DEC-18,1136328,5.58,2,SOUTH  ,52,2018
23473,3247,23-FEB-19,100133,0.79,1,SOUTH  ,7,2019
11673,4587,19-NOV-18,98229,4.79,1,EAST   ,46,2018
40070,4878,09-JUL-19,95120,2.29,1,EAST   ,27,2019
12233,4857,23-NOV-18,4945895,0.99,1,CENTRAL,46,2018
62946,3246,15-JAN-20,8487,1.0,2,SOUTH  ,2,2020
34683,3014,26-MAY-19,6595777,3.98,2,SOUTH  ,21,2019
58528,4126,09-DEC-19,6990250,6.47,1,CENTRAL,49,2019
73622,2435,23-APR-20,93161,3.49,1,WEST   ,16,2020
80519,2629,29-JUN-20,8950,3.64,1,WEST   ,26,2020
55116,2019,11-NOV-19,3775719,2.79,1,SOUTH  ,45,2019
24772,60,06-MAR-19,5229566,2.0,2,EAST   ,9,2019
8505,3445,24-OCT-18,4991358,0.0,2,SOUTH  ,42,2018
42310,2512,28-JUL-19,6765607,2.49,1,WEST   ,30,2019
18693,3800,15-JAN-19,93086,1.6,1,CENTRAL,2,2019
8686,1895,26-OCT-18,5150409,1.99,1,EAST   ,42,2018
45200,1631,21-AUG-19,6802742,0.69,1,WEST   ,33,2019
34360,4879,24-MAY-19,5962635,3.5,1,CENTRAL,20,2019
20251,1437,28-JAN-19,559364,1.67,1,WEST   ,4,2019
13928,3889,07-DEC-18,92149,3.99,1,SOUTH  ,48,2018
77306,2066,28-MAY-20,750050,3.79,1,CENTRAL,21,2020
58651,1241,11-DEC-19,84666,2.59,1,EAST   ,49,2019
71628,3486,01-APR-20,933164,5.96,4,SOUTH  ,13,2020
20174,1526,27-JAN-19,100870,1.19,1,CENTRAL,4,2019
58040,3476,07-DEC-19,1175933,2.99,1,SOUTH  ,48,2019
48713,4414,20-SEP-19,88763,1.0,1,CENTRAL,37,2019
41427,4458,21-JUL-19,96772,0.79,1,SOUTH  ,29,2019
61408,4085,02-JAN-20,9030,3.72,1,CENTRAL,52,2020
72451,2320,09-APR-20,772835,2.49,1,WEST   ,14,2020
50469,2639,04-OCT-19,662491,1.0,4,WEST   ,39,2019
34723,3474,26-MAY-19,5285542,4.99,1,SOUTH  ,21,2019
52594,2638,22-OCT-19,87650,2.0,1,WEST   ,42,2019
45814,3551,25-AUG-19,6462837,23.98,2,SOUTH  ,34,2019
9826,4085,04-NOV-18,491613,3.58,2,CENTRAL,44,2018
3308,1709,13-SEP-18,709929,3.0,1,CENTRAL,36,2018
48353,4159,16-SEP-19,6809466,5.99,1,SOUTH  ,37,2019
76141,2433,18-MAY-20,8486,1.29,1,WEST   ,20,2020
8738,3243,25-OCT-18,906067,2.5,1,SOUTH  ,42,2018
35559,2639,02-JUN-19,5689218,5.99,1,WEST   ,22,2019
40053,4264,10-JUL-19,99967,1.99,1,EAST   ,27,2019
69477,789,13-MAR-20,84666,2.99,1,CENTRAL,10,2020
5351,4987,29-SEP-18,4977608,4.49,1,CENTRAL,38,2018
83003,577,23-JUL-20,5301546,2.29,1,CENTRAL,29,2020
49235,2629,24-SEP-19,6561964,2.5,1,WEST   ,38,2019
20126,3496,27-JAN-19,640287,0.99,1,SOUTH  ,4,2019
35453,3687,01-JUN-19,6269485,3.74,2,SOUTH  ,21,2019
36007,1545,06-JUN-19,3787225,1.58,2,WEST   ,22,2019
72856,3004,14-APR-20,1034042,3.99,1,SOUTH  ,15,2020
38077,3246,23-JUN-19,98775,0.99,1,SOUTH  ,25,2019
66247,986,14-FEB-20,679852,0.0,1,EAST   ,6,2020
21111,3220,03-FEB-19,5578636,3.39,1,SOUTH  ,5,2019
76301,1102,19-MAY-20,176868,1.25,1,EAST   ,20,2020
76203,4372,18-MAY-20,6772511,8.97,3,CENTRAL,20,2020
59979,4713,21-DEC-19,7137754,4.49,1,SOUTH  ,50,2019
17326,1631,03-JAN-19,4023333,1.99,1,WEST   ,52,2019
29227,1709,13-APR-19,4164684,3.99,1,CENTRAL,14,2019
74348,4603,01-MAY-20,89679,1.79,1,WEST   ,17,2020
26701,1631,23-MAR-19,96157,1.59,1,WEST   ,11,2019
81610,4974,12-JUL-20,986998,2.99,1,CENTRAL,28,2020
12117,3030,22-NOV-18,94717,3.79,1,SOUTH  ,46,2018
14899,1245,15-DEC-18,90728,2.4,1,EAST   ,49,2018
28777,1631,09-APR-19,4756898,1.0,1,WEST   ,14,2019
50940,2189,08-OCT-19,72569,2.5,2,EAST   ,40,2019
24885,210,06-MAR-19,6803883,1.25,1,EAST   ,9,2019
35430,3319,01-JUN-19,6393955,2.99,1,EAST   ,21,2019
751,986,23-AUG-18,676364,1.99,1,EAST   ,33,2018
47953,2004,12-SEP-19,6442599,3.34,1,EAST   ,36,2019
65773,3820,10-FEB-20,2766129,3.79,1,CENTRAL,6,2020
49986,4904,30-SEP-19,965270,1.0,2,CENTRAL,39,2019
84400,2345,06-AUG-20,979195,3.99,1,WEST   ,31,2020
65056,361,03-FEB-20,5111091,3.99,1,SOUTH  ,5,2020
7791,4778,18-OCT-18,6070699,2.99,1,WEST   ,41,2018
11989,1631,21-NOV-18,2448622,2.29,1,WEST   ,46,2018
39981,2531,08-JUL-19,93760,2.36,4,WEST   ,27,2019
25411,4293,12-MAR-19,76636,5.58,2,SOUTH  ,10,2019
46265,3418,30-AUG-19,5652985,1.99,1,SOUTH  ,34,2019
5379,1437,30-SEP-18,5451861,0.99,1,WEST   ,39,2018
44421,4293,14-AUG-19,6298645,1.0,1,SOUTH  ,32,2019
62555,2990,12-JAN-20,86215,1.69,1,CENTRAL,2,2020
75977,1545,16-MAY-20,73835,9.99,1,WEST   ,19,2020
67281,3784,23-FEB-20,7175088,5.99,1,CENTRAL,8,2020
14403,4458,11-DEC-18,761182,4.98,2,SOUTH  ,49,2018
50846,1102,07-OCT-19,894020,2.5,1,EAST   ,40,2019
6311,3687,07-OCT-18,761330,5.49,1,SOUTH  ,40,2018
45424,4716,23-AUG-19,6996409,5.98,2,WEST   ,33,2019
2469,2436,06-SEP-18,919697,4.78,2,WEST   ,35,2018
51797,3467,15-OCT-19,101330,5.99,1,SOUTH  ,41,2019
8299,1709,22-OCT-18,403063,2.49,1,CENTRAL,42,2018
81045,2102,04-JUL-20,6786863,5.98,2,SOUTH  ,26,2020
8085,2200,20-OCT-18,694616,1.99,1,WEST   ,41,2018
18403,4457,12-JAN-19,1384710,10.62,1,SOUTH  ,1,2019
69961,986,16-MAR-20,5265098,5.0,5,EAST   ,11,2020
59971,4982,21-DEC-19,6866751,3.69,2,WEST   ,50,2019
57441,3582,01-DEC-19,2931273,4.59,1,SOUTH  ,48,2019
25713,1082,15-MAR-19,103053,11.99,1,EAST   ,10,2019
20374,4987,28-JAN-19,204201,1.99,1,CENTRAL,4,2019
85235,1448,14-AUG-20,97205,2.0,2,SOUTH  ,32,2020
48698,1015,20-SEP-19,1338915,18.43,1,EAST   ,37,2019
15119,2232,17-DEC-18,84775,1.19,1,CENTRAL,50,2018
39585,308,05-JUL-19,377760,9.18,2,EAST   ,26,2019
43328,1265,06-AUG-19,6230990,0.79,1,EAST   ,31,2019
4744,514,24-SEP-18,5090257,1.01,1,CENTRAL,38,2018
60272,2077,23-DEC-19,93546,4.98,2,EAST   ,51,2019
80830,3246,02-JUL-20,99652,4.17,3,SOUTH  ,26,2020
74091,2189,27-APR-20,2467592,2.39,1,EAST   ,17,2020
33853,2244,19-MAY-19,3807113,3.29,1,CENTRAL,20,2019
11491,3358,17-NOV-18,5242238,11.19,1,SOUTH  ,45,2018
72307,1532,09-APR-20,5646328,3.2,1,WEST   ,14,2020
37324,577,16-JUN-19,9194,1.05,1,CENTRAL,24,2019
60216,1120,23-DEC-19,5107276,1.88,1,EAST   ,51,2019
71998,1470,05-APR-20,1418609,4.19,1,CENTRAL,14,2020
60889,2264,29-DEC-19,5319947,2.5,2,SOUTH  ,52,2019
62043,3418,07-JAN-20,288724,0.82,1,SOUTH  ,1,2020
56954,3940,27-NOV-19,6937969,2.99,1,EAST   ,47,2019
58473,4809,11-DEC-19,6856849,3.79,1,CENTRAL,49,2019
20232,1290,27-JAN-19,1338661,20.0,2,CENTRAL,4,2019
32164,762,06-MAY-19,2652456,0.88,1,CENTRAL,18,2019
36166,2436,08-JUN-19,4483080,2.58,1,WEST   ,22,2019
58070,1187,07-DEC-19,8436,1.52,1,EAST   ,48,2019
63192,60,18-JAN-20,75262,2.49,1,EAST   ,2,2020
42756,1012,01-AUG-19,4751915,1.0,1,EAST   ,30,2019
78563,1924,10-JUN-20,105584,9.69,1,SOUTH  ,23,2020
46984,2406,04-SEP-19,7033631,8.09,1,WEST   ,35,2019
76336,1034,20-MAY-20,4588392,1.79,1,EAST   ,20,2020
23744,4458,26-FEB-19,5624929,2.99,1,SOUTH  ,8,2019
16912,1015,31-DEC-18,895270,6.99,1,EAST   ,52,2018
54707,2320,09-NOV-19,4448403,4.49,1,WEST   ,44,2019
5834,1895,03-OCT-18,6377939,1.59,1,EAST   ,39,2018
44812,1990,18-AUG-19,5972881,14.18,2,CENTRAL,33,2019
819,1916,23-AUG-18,5382402,2.49,1,WEST   ,33,2018
33985,2638,21-MAY-19,7119606,9.99,1,WEST   ,20,2019
4564,4498,22-SEP-18,124625,1.67,1,WEST   ,37,2018
33849,2745,19-MAY-19,3719138,2.05,1,WEST   ,20,2019
55782,2629,17-NOV-19,98187,1.79,1,WEST   ,46,2019
56696,1034,25-NOV-19,8588,0.67,1,EAST   ,47,2019
80189,1082,26-JUN-20,84707,1.59,1,EAST   ,25,2020
59034,1015,14-DEC-19,642490,4.99,1,EAST   ,49,2019
36662,762,11-JUN-19,101762,2.99,1,CENTRAL,23,2019
67125,789,22-FEB-20,2240763,3.99,1,CENTRAL,7,2020
56796,2022,25-NOV-19,94316,6.58,2,SOUTH  ,47,2019
19263,2320,19-JAN-19,8436,1.26,1,WEST   ,2,2019
58770,2519,12-DEC-19,2739315,3.49,1,WEST   ,49,2019
37467,1709,18-JUN-19,1383814,8.8,2,CENTRAL,24,2019
80447,3889,29-JUN-20,4849093,5.0,2,SOUTH  ,26,2020
47225,1165,07-SEP-19,8436,0.54,1,EAST   ,35,2019
15431,151,19-DEC-18,86214,2.99,1,EAST   ,50,2018
42055,986,26-JUL-19,6481037,1.99,1,EAST   ,29,2019
31261,3811,29-APR-19,94254,0.69,1,SOUTH  ,17,2019
11745,3893,19-NOV-18,3670278,0.99,1,SOUTH  ,46,2018
50883,401,08-OCT-19,3974211,2.5,1,CENTRAL,40,2019
80750,151,02-JUL-20,125868,8.25,3,EAST   ,26,2020
37956,2178,22-JUN-19,5987771,2.79,1,SOUTH  ,24,2019
60927,1373,29-DEC-19,8487,1.0,2,EAST   ,52,2019
74636,1861,03-MAY-20,6050401,6.48,2,CENTRAL,18,2020
52151,2148,18-OCT-19,761330,4.33,1,CENTRAL,41,2019
37971,438,22-JUN-19,5272085,12.98,2,CENTRAL,24,2019
14442,4623,11-DEC-18,277491,4.49,1,EAST   ,49,2018
32775,2507,11-MAY-19,642556,1.0,1,WEST   ,18,2019
81419,1647,08-JUL-20,8495,0.99,1,WEST   ,27,2020
77249,1270,29-MAY-20,96812,2.37,3,CENTRAL,21,2020
84871,4457,11-AUG-20,6726796,9.99,1,SOUTH  ,32,2020
18475,10,13-JAN-19,87651,1.88,1,EAST   ,2,2019
80405,605,28-JUN-20,93050,0.79,1,CENTRAL,26,2020
65531,2004,07-FEB-20,85062,2.98,2,EAST   ,5,2020
59135,2077,15-DEC-19,6837330,11.99,1,EAST   ,50,2019
21753,3151,09-FEB-19,321330,1.99,1,CENTRAL,5,2019
6657,3246,10-OCT-18,6100138,3.99,1,SOUTH  ,40,2018
5469,594,01-OCT-18,472315,4.49,1,CENTRAL,39,2018
71344,1437,29-MAR-20,97260,1.98,2,WEST   ,13,2020
58416,3893,10-DEC-19,84707,1.07,1,SOUTH  ,49,2019
77933,3840,04-JUN-20,7296145,1.12,1,EAST   ,22,2020
57064,2024,27-NOV-19,5295706,1.79,1,WEST   ,47,2019
60275,1080,23-DEC-19,2617251,6.99,1,EAST   ,51,2019
70349,1446,19-MAR-20,385965,0.0,1,SOUTH  ,11,2020
39759,575,07-JUL-19,7592,0.57,1,CENTRAL,27,2019
47911,2638,13-SEP-19,761736,0.98,2,WEST   ,36,2019
30075,4879,20-APR-19,5326652,2.0,2,CENTRAL,15,2019
9487,2379,01-NOV-18,3966225,0.81,1,WEST   ,43,2018
58461,3551,10-DEC-19,8642,1.67,1,SOUTH  ,49,2019
78696,2453,11-JUN-20,87649,1.49,1,WEST   ,23,2020
18205,3811,10-JAN-19,94783,0.99,1,SOUTH  ,1,2019
68011,1080,01-MAR-20,101683,1.99,1,EAST   ,9,2020
71991,4851,05-APR-20,6104208,3.52,4,CENTRAL,14,2020
293,3030,19-AUG-18,102843,6.98,2,SOUTH  ,33,2018
49035,1034,22-SEP-19,551329,1.0,1,EAST   ,38,2019
36556,3418,10-JUN-19,328189,2.0,1,SOUTH  ,23,2019
24612,2442,05-MAR-19,5444840,2.59,1,WEST   ,9,2019
76357,4078,20-MAY-20,6753770,1.79,1,EAST   ,20,2020
51728,4719,15-OCT-19,661082,7.38,2,CENTRAL,41,2019
37469,514,18-JUN-19,101575,1.0,1,CENTRAL,24,2019
23649,514,25-FEB-19,3947961,2.97,3,CENTRAL,8,2019
21638,815,08-FEB-19,767107,6.36,4,CENTRAL,5,2019
67781,3003,28-FEB-20,4757292,14.99,1,CENTRAL,8,2020
65072,4604,03-FEB-20,442295,1.99,1,WEST   ,5,2020
49648,1245,28-SEP-19,678610,3.98,2,EAST   ,38,2019
80660,2066,01-JUL-20,2582772,2.29,1,CENTRAL,26,2020
55718,1195,17-NOV-19,6394697,3.19,1,EAST   ,46,2019
39396,4005,04-JUL-19,92900,5.99,1,WEST   ,26,2019
35064,2391,29-MAY-19,6130165,4.99,1,WEST   ,21,2019
53274,3523,28-OCT-19,84775,5.98,2,SOUTH  ,43,2019
58592,4904,10-DEC-19,505766,7.98,2,CENTRAL,49,2019
29641,4623,16-APR-19,957035,6.98,2,EAST   ,15,2019
57973,1567,05-DEC-19,4740283,3.58,2,WEST   ,48,2019
20096,525,26-JAN-19,1113260,9.98,2,CENTRAL,3,2019
25550,3523,13-MAR-19,1360329,9.02,1,SOUTH  ,10,2019
47519,4405,08-SEP-19,894241,1.2,2,EAST   ,36,2019
28887,3809,10-APR-19,6065170,7.49,1,CENTRAL,14,2019
23450,4406,23-FEB-19,68012,3.0,3,CENTRAL,7,2019
3675,1949,16-SEP-18,550745,2.0,1,WEST   ,37,2018
32234,1809,06-MAY-19,3974214,5.0,2,SOUTH  ,18,2019
78503,3977,10-JUN-20,4363158,9.98,2,EAST   ,23,2020
44800,438,18-AUG-19,1387876,10.42,2,CENTRAL,33,2019
67402,4766,24-FEB-20,87651,2.0,1,WEST   ,8,2020
50954,4005,08-OCT-19,6765177,3.99,1,WEST   ,40,2019
20519,60,30-JAN-19,100354,3.39,1,EAST   ,4,2019
36925,2531,14-JUN-19,442202,1.29,1,WEST   ,23,2019
28772,2011,09-APR-19,961123,2.69,1,EAST   ,14,2019
18256,3496,11-JAN-19,98728,2.38,2,SOUTH  ,1,2019
21079,2453,03-FEB-19,7592,3.47,1,WEST   ,5,2019
65889,984,11-FEB-20,3672256,6.0,1,EAST   ,6,2020
73196,1729,18-APR-20,505561,3.38,2,CENTRAL,15,2020
27987,3314,03-APR-19,1091186,1.89,1,SOUTH  ,13,2019
28149,2519,04-APR-19,6510739,2.99,1,WEST   ,13,2019
75044,3784,07-MAY-20,98575,2.49,1,CENTRAL,18,2020
17081,3904,01-JAN-19,6875042,6.99,1,EAST   ,52,2019
56076,4005,20-NOV-19,143655,5.49,1,WEST   ,46,2019
8871,422,27-OCT-18,84759,1.89,1,CENTRAL,42,2018
2080,4439,03-SEP-18,1427487,14.41,1,EAST   ,35,2018
44674,117,17-AUG-19,441879,4.49,1,EAST   ,32,2019
73242,2512,18-APR-20,5765225,1.0,1,WEST   ,15,2020
11273,1020,15-NOV-18,6476474,2.5,1,EAST   ,45,2018
80231,2322,28-JUN-20,7244358,4.99,1,WEST   ,26,2020
59967,801,21-DEC-19,959446,2.99,1,CENTRAL,50,2019
30971,1567,27-APR-19,87628,4.95,5,WEST   ,16,2019
27348,4607,30-MAR-19,7033637,5.89,1,WEST   ,12,2019
16175,3840,24-DEC-18,784052,3.5,1,EAST   ,51,2018
57242,4078,30-NOV-19,3974218,3.79,1,EAST   ,47,2019
42388,2507,29-JUL-19,2916086,2.39,1,WEST   ,30,2019
32136,3811,06-MAY-19,89024,1.69,1,SOUTH  ,18,2019
14628,1448,14-DEC-18,4383280,3.49,1,SOUTH  ,49,2018
35161,1797,31-MAY-19,4868220,3.99,1,CENTRAL,21,2019
74394,1786,30-APR-20,467417,6.0,2,WEST   ,17,2020
8311,361,22-OCT-18,5107274,1.99,1,SOUTH  ,42,2018
25439,4725,12-MAR-19,3670213,2.99,1,CENTRAL,10,2019
18506,4453,13-JAN-19,7692,1.5,3,SOUTH  ,2,2019
46232,2442,30-AUG-19,98549,0.79,1,WEST   ,34,2019
3349,4078,12-SEP-18,499171,2.99,1,EAST   ,36,2018
7968,2844,20-OCT-18,103431,2.49,1,CENTRAL,41,2018
76232,2584,18-MAY-20,86369,2.79,1,CENTRAL,20,2020
14693,632,14-DEC-18,3740402,1.0,1,CENTRAL,49,2018
69761,1433,14-MAR-20,1095231,2.99,1,WEST   ,10,2020
11709,1261,19-NOV-18,4605023,0.89,1,CENTRAL,46,2018
70691,632,23-MAR-20,99629,1.49,1,CENTRAL,12,2020
33772,1924,20-MAY-19,75307,3.5,1,SOUTH  ,20,2019
72397,1600,10-APR-20,5282783,3.99,1,WEST   ,14,2020
5176,1277,28-SEP-18,167157,2.0,2,CENTRAL,38,2018
72376,2102,10-APR-20,101330,5.49,1,SOUTH  ,14,2020
33907,1990,20-MAY-19,64833,1.49,1,CENTRAL,20,2019
69236,1308,12-MAR-20,100714,6.99,1,SOUTH  ,10,2020
15030,3267,15-DEC-18,285798,2.29,1,EAST   ,49,2018
21093,3022,03-FEB-19,6607023,2.99,1,SOUTH  ,5,2019
8417,4836,24-OCT-18,103423,2.5,1,SOUTH  ,42,2018
67790,766,28-FEB-20,2974679,2.0,1,CENTRAL,8,2020
5258,616,28-SEP-18,828632,3.99,1,CENTRAL,38,2018
83255,2710,26-JUL-20,6758194,4.0,2,WEST   ,30,2020
29119,2531,12-APR-19,5465634,4.0,2,WEST   ,14,2019
39609,982,05-JUL-19,7024746,7.0,1,EAST   ,26,2019
55972,2019,19-NOV-19,3974211,5.0,2,SOUTH  ,46,2019
39342,4816,03-JUL-19,103093,29.9,2,WEST   ,26,2019
55591,1245,16-NOV-19,3771228,3.98,2,EAST   ,45,2019
40652,438,14-JUL-19,3967442,3.39,1,CENTRAL,28,2019
52116,1990,18-OCT-19,957020,1.99,1,CENTRAL,41,2019
81510,3809,09-JUL-20,8490,0.79,1,CENTRAL,27,2020
50400,1245,03-OCT-19,747092,3.79,1,EAST   ,39,2019
